2025-10-25 22:40:16,415 | INFO | golden_backtest | #0001 🎯 SELL @ $3363.40 | P&L: $1.58 | Balance: $101.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:32.6✅ ADX:41.9✅
2025-10-25 22:40:20,847 | INFO | golden_backtest | #0355 🎯 BUY @ $3552.20 | P&L: $2.03 | Balance: $805.76 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.4✅ ADX:63.0✅
2025-10-25 22:40:20,867 | INFO | golden_backtest | #0356 🎯 BUY @ $3593.20 | P&L: $1.91 | Balance: $807.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.7✅ ADX:52.2✅
2025-10-25 22:40:20,871 | INFO | golden_backtest | #0357 🎯 BUY @ $3597.90 | P&L: $2.11 | Balance: $809.78 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.0✅ ADX:48.2✅
2025-10-25 22:40:20,908 | INFO | golden_backtest | #0358 🎯 BUY @ $3595.10 | P&L: $2.11 | Balance: $811.89 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.9✅ ADX:59.6✅
2025-10-25 22:40:20,912 | INFO | golden_backtest | #0359 🎯 BUY @ $3601.90 | P&L: $2.20 | Balance: $814.09 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.3✅ ADX:60.4✅
2025-10-25 22:40:20,916 | INFO | golden_backtest | #0360 🎯 BUY @ $3598.40 | P&L: $1.89 | Balance: $815.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.2✅ ADX:60.3✅
2025-10-25 22:40:20,920 | INFO | golden_backtest | #0361 🎯 BUY @ $3606.90 | P&L: $1.71 | Balance: $817.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.7✅ ADX:60.5✅
2025-10-25 22:40:20,924 | INFO | golden_backtest | #0362 🎯 BUY @ $3601.60 | P&L: $1.70 | Balance: $819.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.6✅ ADX:62.6✅
2025-10-25 22:40:20,928 | INFO | golden_backtest | #0363 🎯 BUY @ $3608.70 | P&L: $1.59 | Balance: $820.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.2✅ ADX:64.0✅
2025-10-25 22:40:20,932 | INFO | golden_backtest | #0364 🎯 BUY @ $3616.00 | P&L: $2.42 | Balance: $823.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.6✅ ADX:64.9✅
2025-10-25 22:40:20,936 | INFO | golden_backtest | #0365 🎯 BUY @ $3616.50 | P&L: $2.00 | Balance: $825.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.5✅ ADX:63.7✅
2025-10-25 22:40:20,940 | INFO | golden_backtest | #0366 🎯 BUY @ $3619.60 | P&L: $1.76 | Balance: $827.15 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.0✅ ADX:63.8✅
2025-10-25 22:40:20,944 | INFO | golden_backtest | #0367 🎯 BUY @ $3621.30 | P&L: $2.42 | Balance: $829.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.0✅ ADX:62.7✅
2025-10-25 22:40:20,949 | INFO | golden_backtest | #0368 🎯 BUY @ $3628.60 | P&L: $2.01 | Balance: $831.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.2✅ ADX:61.7✅
2025-10-25 22:40:20,961 | INFO | golden_backtest | #0369 🎯 BUY @ $3628.80 | P&L: $2.02 | Balance: $833.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.5✅ ADX:57.3✅
2025-10-25 22:40:20,965 | INFO | golden_backtest | #0370 🎯 BUY @ $3619.30 | P&L: $2.29 | Balance: $835.90 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.5✅ ADX:55.1✅
2025-10-25 22:40:20,969 | INFO | golden_backtest | #0371 🎯 BUY @ $3619.70 | P&L: $1.74 | Balance: $837.63 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.4✅ ADX:53.2✅
2025-10-25 22:40:20,973 | INFO | golden_backtest | #0372 🎯 BUY @ $3616.10 | P&L: $1.58 | Balance: $839.21 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.3✅ ADX:51.1✅
2025-10-25 22:40:20,977 | INFO | golden_backtest | #0373 🎯 BUY @ $3613.60 | P&L: $2.26 | Balance: $841.47 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.1✅ ADX:47.9✅
2025-10-25 22:40:20,981 | INFO | golden_backtest | #0374 🎯 BUY @ $3619.10 | P&L: $1.82 | Balance: $843.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.3✅ ADX:44.1✅
2025-10-25 22:40:20,986 | INFO | golden_backtest | #0375 🎯 BUY @ $3605.00 | P&L: $2.39 | Balance: $845.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.5✅ ADX:40.8✅
2025-10-25 22:40:21,030 | INFO | golden_backtest | #0376 🎯 BUY @ $3609.00 | P&L: $2.04 | Balance: $847.73 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.5✅ ADX:35.5✅
2025-10-25 22:40:21,034 | INFO | golden_backtest | #0377 🎯 BUY @ $3605.60 | P&L: $2.28 | Balance: $850.01 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.0✅ ADX:35.9✅
2025-10-25 22:40:21,038 | INFO | golden_backtest | #0378 🎯 BUY @ $3605.60 | P&L: $2.27 | Balance: $852.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.0✅ ADX:37.1✅
2025-10-25 22:40:21,042 | INFO | golden_backtest | #0379 🎯 BUY @ $3612.30 | P&L: $2.40 | Balance: $854.68 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.4✅ ADX:37.8✅
2025-10-25 22:40:21,046 | INFO | golden_backtest | #0380 🎯 BUY @ $3610.50 | P&L: $1.65 | Balance: $856.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:70.0✅ ADX:37.0✅
2025-10-25 22:40:21,051 | INFO | golden_backtest | #0381 🎯 BUY @ $3600.60 | P&L: $1.95 | Balance: $858.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.3✅ ADX:35.9✅
2025-10-25 22:40:21,055 | INFO | golden_backtest | #0382 🎯 BUY @ $3602.30 | P&L: $1.66 | Balance: $859.94 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.9✅ ADX:33.8✅
2025-10-25 22:40:21,059 | INFO | golden_backtest | #0383 🎯 BUY @ $3605.90 | P&L: $1.71 | Balance: $861.65 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.4✅ ADX:31.9✅
2025-10-25 22:40:21,063 | INFO | golden_backtest | #0384 🎯 BUY @ $3602.40 | P&L: $1.49 | Balance: $863.13 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.9✅ ADX:30.2✅
2025-10-25 22:40:21,067 | INFO | golden_backtest | #0385 🎯 BUY @ $3596.70 | P&L: $2.24 | Balance: $865.37 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.3✅ ADX:27.0✅
2025-10-25 22:40:21,071 | INFO | golden_backtest | #0386 🎯 BUY @ $3609.60 | P&L: $2.21 | Balance: $867.59 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.0✅ ADX:24.6✅
2025-10-25 22:40:21,075 | INFO | golden_backtest | #0387 🎯 BUY @ $3610.30 | P&L: $1.53 | Balance: $869.11 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.4✅ ADX:22.8✅
2025-10-25 22:40:21,079 | INFO | golden_backtest | #0388 🎯 BUY @ $3611.10 | P&L: $2.42 | Balance: $871.54 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.6✅ ADX:21.5✅
2025-10-25 22:40:21,152 | INFO | golden_backtest | #0389 🎯 BUY @ $3646.50 | P&L: $2.41 | Balance: $873.95 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.0✅ ADX:31.3✅
2025-10-25 22:40:21,156 | INFO | golden_backtest | #0390 🎯 BUY @ $3639.80 | P&L: $2.33 | Balance: $876.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.7✅ ADX:34.7✅
2025-10-25 22:40:21,160 | INFO | golden_backtest | #0391 🎯 BUY @ $3632.40 | P&L: $1.90 | Balance: $878.18 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.8✅ ADX:35.8✅
2025-10-25 22:40:21,164 | INFO | golden_backtest | #0392 🎯 BUY @ $3630.80 | P&L: $1.60 | Balance: $879.78 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.1✅ ADX:37.7✅
2025-10-25 22:40:21,168 | INFO | golden_backtest | #0393 🎯 BUY @ $3634.40 | P&L: $1.55 | Balance: $881.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.0✅ ADX:39.9✅
2025-10-25 22:40:21,172 | INFO | golden_backtest | #0394 🎯 BUY @ $3631.10 | P&L: $1.47 | Balance: $882.80 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.2✅ ADX:41.7✅
2025-10-25 22:40:21,176 | INFO | golden_backtest | #0395 🎯 BUY @ $3632.90 | P&L: $2.40 | Balance: $885.20 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.5✅ ADX:43.8✅
2025-10-25 22:40:21,193 | INFO | golden_backtest | #0396 🎯 BUY @ $3638.20 | P&L: $1.62 | Balance: $886.82 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:42.1✅ ADX:36.1✅
2025-10-25 22:40:21,197 | INFO | golden_backtest | #0397 🎯 BUY @ $3650.50 | P&L: $2.30 | Balance: $889.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.3✅ ADX:32.8✅
2025-10-25 22:40:21,201 | INFO | golden_backtest | #0398 🎯 BUY @ $3651.40 | P&L: $1.53 | Balance: $890.65 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.9✅ ADX:30.0✅
2025-10-25 22:40:21,205 | INFO | golden_backtest | #0399 🎯 BUY @ $3654.00 | P&L: $1.50 | Balance: $892.15 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.6✅ ADX:27.2✅
2025-10-25 22:40:21,209 | INFO | golden_backtest | #0400 🎯 BUY @ $3657.00 | P&L: $1.94 | Balance: $894.09 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.8✅ ADX:25.1✅
2025-10-25 22:40:21,213 | INFO | golden_backtest | #0401 🎯 BUY @ $3658.90 | P&L: $1.84 | Balance: $895.93 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.2✅ ADX:23.7✅
2025-10-25 22:40:21,273 | INFO | golden_backtest | #0402 🎯 BUY @ $3685.20 | P&L: $2.11 | Balance: $898.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.4✅ ADX:74.2✅
2025-10-25 22:40:21,277 | INFO | golden_backtest | #0403 🎯 BUY @ $3693.40 | P&L: $2.08 | Balance: $900.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.2✅ ADX:72.6✅
2025-10-25 22:40:21,282 | INFO | golden_backtest | #0404 🎯 BUY @ $3694.90 | P&L: $2.00 | Balance: $902.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.6✅ ADX:70.5✅
2025-10-25 22:40:21,286 | INFO | golden_backtest | #0405 🎯 BUY @ $3687.30 | P&L: $2.45 | Balance: $904.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.4✅ ADX:64.7✅
2025-10-25 22:40:21,290 | INFO | golden_backtest | #0406 🎯 BUY @ $3683.80 | P&L: $2.04 | Balance: $906.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.0✅ ADX:58.9✅
2025-10-25 22:40:21,294 | INFO | golden_backtest | #0407 🎯 BUY @ $3687.60 | P&L: $2.45 | Balance: $909.07 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.0✅ ADX:53.7✅
2025-10-25 22:40:21,298 | INFO | golden_backtest | #0408 🎯 BUY @ $3692.20 | P&L: $1.98 | Balance: $911.05 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.0✅ ADX:48.5✅
2025-10-25 22:40:21,302 | INFO | golden_backtest | #0409 🎯 BUY @ $3690.80 | P&L: $1.88 | Balance: $912.93 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.9✅ ADX:43.3✅
2025-10-25 22:40:21,306 | INFO | golden_backtest | #0410 🎯 BUY @ $3686.70 | P&L: $1.93 | Balance: $914.87 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.6✅ ADX:37.8✅
2025-10-25 22:40:21,311 | INFO | golden_backtest | #0411 🎯 BUY @ $3686.30 | P&L: $2.23 | Balance: $917.10 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.8✅ ADX:34.2✅
2025-10-25 22:40:21,320 | INFO | golden_backtest | #0412 🎯 BUY @ $3684.30 | P&L: $2.27 | Balance: $919.37 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.6✅ ADX:29.1✅
2025-10-25 22:40:21,324 | INFO | golden_backtest | #0413 🎯 BUY @ $3684.30 | P&L: $1.85 | Balance: $921.22 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.8✅ ADX:24.6✅
2025-10-25 22:40:21,328 | INFO | golden_backtest | #0414 🎯 BUY @ $3684.20 | P&L: $1.52 | Balance: $922.74 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.8✅ ADX:20.1✅
2025-10-25 22:40:21,377 | INFO | golden_backtest | #0415 🎯 BUY @ $3680.60 | P&L: $2.44 | Balance: $925.17 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.8✅ ADX:24.6✅
2025-10-25 22:40:21,381 | INFO | golden_backtest | #0416 🎯 BUY @ $3682.00 | P&L: $2.00 | Balance: $927.17 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.1✅ ADX:26.6✅
2025-10-25 22:40:21,385 | INFO | golden_backtest | #0417 🎯 BUY @ $3682.60 | P&L: $2.41 | Balance: $929.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.7✅ ADX:28.4✅
2025-10-25 22:40:21,389 | INFO | golden_backtest | #0418 🎯 BUY @ $3684.70 | P&L: $1.63 | Balance: $931.22 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.2✅ ADX:30.0✅
2025-10-25 22:40:21,393 | INFO | golden_backtest | #0419 🎯 BUY @ $3693.60 | P&L: $2.38 | Balance: $933.59 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.9✅ ADX:30.0✅
2025-10-25 22:40:21,406 | INFO | golden_backtest | #0420 🎯 BUY @ $3683.20 | P&L: $2.07 | Balance: $935.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.4✅ ADX:26.9✅
2025-10-25 22:40:21,410 | INFO | golden_backtest | #0421 🎯 BUY @ $3690.70 | P&L: $2.15 | Balance: $937.82 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.9✅ ADX:26.0✅
2025-10-25 22:40:21,418 | INFO | golden_backtest | #0422 🎯 BUY @ $3683.70 | P&L: $1.47 | Balance: $939.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.5✅ ADX:25.5✅
2025-10-25 22:40:21,422 | INFO | golden_backtest | #0423 🎯 BUY @ $3682.00 | P&L: $2.18 | Balance: $941.47 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.4✅ ADX:24.7✅
2025-10-25 22:40:21,426 | INFO | golden_backtest | #0424 🎯 BUY @ $3686.90 | P&L: $2.36 | Balance: $943.83 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.7✅ ADX:24.1✅
2025-10-25 22:40:21,431 | INFO | golden_backtest | #0425 🎯 BUY @ $3684.90 | P&L: $1.98 | Balance: $945.81 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.0✅ ADX:22.2✅
2025-10-25 22:40:21,568 | INFO | golden_backtest | #0426 🎯 BUY @ $3689.30 | P&L: $3.23 | Balance: $949.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.8✅ ADX:31.9✅
2025-10-25 22:40:21,572 | INFO | golden_backtest | #0427 🎯 BUY @ $3686.30 | P&L: $4.47 | Balance: $953.51 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.6✅ ADX:33.8✅
2025-10-25 22:40:21,576 | INFO | golden_backtest | #0428 🎯 BUY @ $3678.70 | P&L: $1.56 | Balance: $955.07 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.5✅ ADX:33.8✅
2025-10-25 22:40:21,581 | INFO | golden_backtest | #0429 🎯 BUY @ $3684.50 | P&L: $2.01 | Balance: $957.08 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.9✅ ADX:33.7✅
2025-10-25 22:40:21,585 | INFO | golden_backtest | #0430 🎯 BUY @ $3689.50 | P&L: $2.41 | Balance: $959.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.6✅ ADX:33.1✅
2025-10-25 22:40:21,589 | INFO | golden_backtest | #0431 🎯 BUY @ $3684.60 | P&L: $1.80 | Balance: $961.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.5✅ ADX:33.0✅
2025-10-25 22:40:21,593 | INFO | golden_backtest | #0432 🎯 BUY @ $3683.50 | P&L: $1.84 | Balance: $963.13 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.9✅ ADX:32.2✅
2025-10-25 22:40:21,597 | INFO | golden_backtest | #0433 🎯 BUY @ $3688.20 | P&L: $2.38 | Balance: $965.51 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.7✅ ADX:32.1✅
2025-10-25 22:40:21,601 | INFO | golden_backtest | #0434 🎯 BUY @ $3686.10 | P&L: $1.54 | Balance: $967.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.6✅ ADX:30.5✅
2025-10-25 22:40:21,605 | INFO | golden_backtest | #0435 🎯 BUY @ $3682.30 | P&L: $2.29 | Balance: $969.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.3✅ ADX:28.3✅
2025-10-25 22:40:21,609 | INFO | golden_backtest | #0436 🎯 BUY @ $3687.80 | P&L: $2.25 | Balance: $971.59 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.1✅ ADX:25.1✅
2025-10-25 22:40:21,614 | INFO | golden_backtest | #0437 🎯 BUY @ $3687.30 | P&L: $1.81 | Balance: $973.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.5✅ ADX:22.9✅
2025-10-25 22:40:21,618 | INFO | golden_backtest | #0438 🎯 BUY @ $3686.90 | P&L: $2.18 | Balance: $975.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.2✅ ADX:21.1✅
2025-10-25 22:40:21,634 | INFO | golden_backtest | #0439 🎯 BUY @ $3675.20 | P&L: $1.54 | Balance: $977.11 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.2✅ ADX:20.8✅
2025-10-25 22:40:21,659 | INFO | golden_backtest | #0440 🎯 BUY @ $3681.10 | P&L: $4.04 | Balance: $981.15 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.9✅ ADX:27.9✅
2025-10-25 22:40:21,671 | INFO | golden_backtest | #0441 🎯 BUY @ $3682.40 | P&L: $1.88 | Balance: $983.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.7✅ ADX:29.8✅
2025-10-25 22:40:21,687 | INFO | golden_backtest | #0442 🎯 BUY @ $3687.60 | P&L: $1.91 | Balance: $984.95 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.1✅ ADX:28.1✅
2025-10-25 22:40:21,691 | INFO | golden_backtest | #0443 🎯 BUY @ $3694.80 | P&L: $2.22 | Balance: $987.17 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.8✅ ADX:27.1✅
2025-10-25 22:40:21,748 | INFO | golden_backtest | #0444 🎯 BUY @ $3720.00 | P&L: $2.21 | Balance: $989.38 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.6✅ ADX:46.7✅
2025-10-25 22:40:21,757 | INFO | golden_backtest | #0445 🎯 BUY @ $3726.20 | P&L: $2.17 | Balance: $991.54 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.0✅ ADX:45.5✅
2025-10-25 22:40:21,761 | INFO | golden_backtest | #0446 🎯 BUY @ $3731.70 | P&L: $1.48 | Balance: $993.02 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.2✅ ADX:42.8✅
2025-10-25 22:40:21,765 | INFO | golden_backtest | #0447 🎯 BUY @ $3736.30 | P&L: $1.61 | Balance: $994.64 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.1✅ ADX:40.7✅
2025-10-25 22:40:21,769 | INFO | golden_backtest | #0448 🎯 BUY @ $3731.00 | P&L: $2.26 | Balance: $996.90 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.8✅ ADX:39.8✅
2025-10-25 22:40:21,773 | INFO | golden_backtest | #0449 🎯 BUY @ $3734.50 | P&L: $1.66 | Balance: $998.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.5✅ ADX:38.3✅
2025-10-25 22:40:21,777 | INFO | golden_backtest | #0450 🎯 BUY @ $3726.60 | P&L: $2.17 | Balance: $1000.73 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.1✅ ADX:34.9✅
2025-10-25 22:40:21,782 | INFO | golden_backtest | #0451 🎯 BUY @ $3733.00 | P&L: $1.62 | Balance: $1002.35 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.3✅ ADX:32.0✅
2025-10-25 22:40:21,786 | INFO | golden_backtest | #0452 🎯 BUY @ $3722.30 | P&L: $2.34 | Balance: $1004.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.0✅ ADX:28.7✅
2025-10-25 22:40:21,790 | INFO | golden_backtest | #0453 🎯 BUY @ $3723.00 | P&L: $1.94 | Balance: $1006.64 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.8✅ ADX:25.4✅
2025-10-25 22:40:21,794 | INFO | golden_backtest | #0454 🎯 BUY @ $3726.90 | P&L: $1.88 | Balance: $1008.53 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.4✅ ADX:23.8✅
2025-10-25 22:40:21,798 | INFO | golden_backtest | #0455 🎯 BUY @ $3723.80 | P&L: $2.23 | Balance: $1010.75 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.0✅ ADX:22.3✅
2025-10-25 22:40:21,802 | INFO | golden_backtest | #0456 🎯 BUY @ $3726.70 | P&L: $1.53 | Balance: $1012.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.9✅ ADX:20.6✅
2025-10-25 22:40:21,843 | INFO | golden_backtest | #0457 🎯 BUY @ $3716.40 | P&L: $4.82 | Balance: $1017.11 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.6✅ ADX:21.7✅
2025-10-25 22:40:21,892 | INFO | golden_backtest | #0458 🎯 BUY @ $3722.30 | P&L: $2.04 | Balance: $1019.15 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.8✅ ADX:35.2✅
2025-10-25 22:40:22,099 | INFO | golden_backtest | #0459 🎯 BUY @ $3721.60 | P&L: $1.83 | Balance: $1020.97 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.2✅ ADX:24.8✅
2025-10-25 22:40:22,104 | INFO | golden_backtest | #0460 🎯 BUY @ $3725.90 | P&L: $1.71 | Balance: $1022.68 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.6✅ ADX:26.9✅
2025-10-25 22:40:22,120 | INFO | golden_backtest | #0461 🎯 BUY @ $3727.50 | P&L: $1.76 | Balance: $1024.44 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.8✅ ADX:40.5✅
2025-10-25 22:40:22,124 | INFO | golden_backtest | #0462 🎯 BUY @ $3732.50 | P&L: $1.88 | Balance: $1026.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.9✅ ADX:43.1✅
2025-10-25 22:40:22,206 | INFO | golden_backtest | #0463 🎯 BUY @ $3777.80 | P&L: $2.24 | Balance: $1028.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.5✅ ADX:51.7✅
2025-10-25 22:40:22,210 | INFO | golden_backtest | #0464 🎯 BUY @ $3780.60 | P&L: $2.39 | Balance: $1030.97 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.3✅ ADX:50.3✅
2025-10-25 22:40:22,214 | INFO | golden_backtest | #0465 🎯 BUY @ $3778.80 | P&L: $2.15 | Balance: $1033.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.0✅ ADX:48.8✅
2025-10-25 22:40:22,219 | INFO | golden_backtest | #0466 🎯 BUY @ $3787.20 | P&L: $1.78 | Balance: $1034.90 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.2✅ ADX:47.7✅
2025-10-25 22:40:22,223 | INFO | golden_backtest | #0467 🎯 BUY @ $3788.10 | P&L: $1.47 | Balance: $1036.37 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.8✅ ADX:45.9✅
2025-10-25 22:40:22,227 | INFO | golden_backtest | #0468 🎯 BUY @ $3787.60 | P&L: $1.47 | Balance: $1037.84 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.5✅ ADX:43.1✅
2025-10-25 22:40:22,231 | INFO | golden_backtest | #0469 🎯 BUY @ $3808.60 | P&L: $2.09 | Balance: $1039.93 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.0✅ ADX:40.9✅
2025-10-25 22:40:22,256 | INFO | golden_backtest | #0470 🎯 BUY @ $3806.40 | P&L: $1.81 | Balance: $1041.74 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.4✅ ADX:43.8✅
2025-10-25 22:40:22,260 | INFO | golden_backtest | #0471 🎯 BUY @ $3811.50 | P&L: $1.61 | Balance: $1043.35 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.6✅ ADX:43.5✅
2025-10-25 22:40:22,273 | INFO | golden_backtest | #0472 🎯 BUY @ $3789.00 | P&L: $2.21 | Balance: $1045.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.1✅ ADX:41.4✅
